"Meltpond.index","lat","lon","B08.NIR","B04.red","B03.green","B02.blue","depth_value","depth_sd","NIR.le","Red.le","Green.le","Blue.le","NIR.ri","Red.ri","Green.ri","Blue.ri","NIR.up","Red.up","Green.up","Blue.up","NIR.do","Red.do","Green.do","Blue.do","NIR.up.le","Red.up.le","Green.up.le","Blue.up.le","NIR.up.ri","Red.up.ri","Green.up.ri","Blue.up.ri","NIR.do.le","Red.do.le","Green.do.le","Blue.do.le","NIR.do.ri","Red.do.ri","Green.do.ri","Blue.do.ri","Sentinel.Time","IceSat.Time"
15,80.7232756309656,-102.910546867054,4589,6557,8117,9048,-0.818497657466479,0.188471692597032,3138,5707,7856,8959,3253,5264,7596,8616,6000,7864,9304,9768,2236,3921,6952,8216,4680,6455,8512,9103,6281,8020,9216,9640,2322,4144,7240,8359,1848,3563,6572,7996,"2021-07-07 21:50:49","2021-07-07 21:59:45"
15,80.7233650120747,-102.91058426722,6000,7864,9304,9768,-0.671302303442552,0.209654586836937,4680,6455,8512,9103,6281,8020,9216,9640,7192,9016,9688,10072,4589,6557,8117,9048,6640,8297,8880,9456,7837,9489,9880,10305,3138,5707,7856,8959,3253,5264,7596,8616,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7461505067116,-102.93781114247,2433,4838,7435,8408,-0.590874751965682,0.21197390037183,2289,4442,6956,8080,2390,4785,7187,8464,2455,4496,7300,8344,3518,5603,7819,8528,1713,3387,6204,7392,2849,5113,7260,8504,3305,5651,7896,8720,2622,4759,7231,8257,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7462398847886,-102.937848897704,2455,4496,7300,8344,-0.989811193051021,0.210278057288641,1713,3387,6204,7392,2849,5113,7260,8504,2021,3574,6368,7680,2433,4838,7435,8408,1610,2966,5664,7019,2637,4385,6968,8072,2289,4442,6956,8080,2390,4785,7187,8464,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7463292628612,-102.93788665367,2021,3574,6368,7680,-1.27198939531156,0.212026815318427,1610,2966,5664,7019,2637,4385,6968,8072,1771,3326,6124,7568,2455,4496,7300,8344,1528,2922,5860,7151,2026,3925,6704,8097,1713,3387,6204,7392,2849,5113,7260,8504,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7463231899982,-102.938442370217,1610,2966,5664,7019,-1.30797280730035,0.216214741596238,1424,2902,5576,6915,2021,3574,6368,7680,1528,2922,5860,7151,1713,3387,6204,7392,1566,3365,6240,7415,1771,3326,6124,7568,1820,3248,5904,7208,2455,4496,7300,8344,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7464125680066,-102.93848013221,1528,2922,5860,7151,-1.12945759878347,0.208750741307388,1566,3365,6240,7415,1771,3326,6124,7568,1598,3367,6360,7640,1610,2966,5664,7019,1654,3558,6576,7684,1778,3541,6660,8040,1424,2902,5576,6915,2021,3574,6368,7680,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7465019460105,-102.938517894935,1598,3367,6360,7640,-0.902242355994482,0.198012077559652,1654,3558,6576,7684,1778,3541,6660,8040,1688,3596,6404,7773,1528,2922,5860,7151,1621,3642,6656,7821,1854,3732,6700,7964,1566,3365,6240,7415,1771,3326,6124,7568,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7465913240099,-102.938555658394,1688,3596,6404,7773,-0.787829697570194,0.196370751099424,1621,3642,6656,7821,1854,3732,6700,7964,2407,4267,6943,7816,1598,3367,6360,7640,2259,4433,7059,8132,2335,4479,7040,8124,1654,3558,6576,7684,1778,3541,6660,8040,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7466807020048,-102.938593422584,2407,4267,6943,7816,-0.701620746560517,0.199391210726023,2259,4433,7059,8132,2335,4479,7040,8124,5731,7701,8799,9496,1688,3596,6404,7773,5307,7332,8679,9272,5696,7925,9088,9680,1621,3642,6656,7821,1854,3732,6700,7964,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7467700799952,-102.938631187508,5731,7701,8799,9496,-0.595936993902638,0.199371989922791,5307,7332,8679,9272,5696,7925,9088,9680,7479,9239,9743,10240,2407,4267,6943,7816,7308,8928,9695,9856,7944,9873,10432,10544,2259,4433,7059,8132,2335,4479,7040,8124,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7468594579811,-102.938668953164,7479,9239,9743,10240,-0.499026354981787,0.231602906055746,7308,8928,9695,9856,7944,9873,10432,10544,7676,9328,10064,10296,5731,7701,8799,9496,7772,9552,10192,10448,7836,9521,9968,10160,5307,7332,8679,9272,5696,7925,9088,9680,"2021-07-07 21:50:49","2021-07-07 21:59:45"
17,80.7468533839047,-102.939224700748,7308,8928,9695,9856,-0.458652527900194,0.218758640157386,6892,8849,9575,9904,7479,9239,9743,10240,7772,9552,10192,10448,5307,7332,8679,9272,7265,8880,9480,9712,7676,9328,10064,10296,5376,7548,8967,9328,5731,7701,8799,9496,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1887067606895,-102.544479847659,2372,3852,6328,7591,-0.767077341243057,0.187253328276866,2993,4571,6892,7712,4388,6140,7976,8859,1610,2836,5727,7107,4895,6413,7380,8536,1707,2941,5584,6705,3410,5104,7287,8505,5344,6956,8441,8545,5687,7513,8671,8606,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1887961817674,-102.544511870914,1610,2836,5727,7107,-0.925375418781928,0.187435504663067,1707,2941,5584,6705,3410,5104,7287,8505,1651,2724,5653,6931,2372,3852,6328,7591,1540,2678,5272,6724,2255,3636,6516,7925,2993,4571,6892,7712,4388,6140,7976,8859,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1888856028417,-102.544543894756,1651,2724,5653,6931,-1.03039956953714,0.156996785614975,1540,2678,5272,6724,2255,3636,6516,7925,1555,2742,5760,7171,1610,2836,5727,7107,1508,2620,5731,6999,1722,2974,5968,7259,1707,2941,5584,6705,3410,5104,7287,8505,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1889750239124,-102.544575919184,1555,2742,5760,7171,-1.69318866702596,0.168157719401737,1508,2620,5731,6999,1722,2974,5968,7259,1572,2625,5593,6929,1651,2724,5653,6931,1477,2517,5317,6749,1564,2684,5611,6913,1540,2678,5272,6724,2255,3636,6516,7925,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1890644449796,-102.544607944199,1572,2625,5593,6929,-1.65546899161057,0.196187891135084,1477,2517,5317,6749,1564,2684,5611,6913,1444,2564,5220,6752,1555,2742,5760,7171,1423,2536,5137,6556,1539,2779,5544,6974,1508,2620,5731,6999,1722,2974,5968,7259,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1891538660431,-102.544639969801,1444,2564,5220,6752,-1.55768078046633,0.167475360149456,1423,2536,5137,6556,1539,2779,5544,6974,1771,3111,6103,7304,1572,2625,5593,6929,1641,3003,6128,7168,2111,3585,6330,7312,1477,2517,5317,6749,1564,2684,5611,6913,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.189148407522,-102.545164650556,1423,2536,5137,6556,-1.46294360766584,0.18260235698936,1473,2455,5085,6237,1444,2564,5220,6752,1641,3003,6128,7168,1477,2517,5317,6749,1999,3381,5995,7462,1771,3111,6103,7304,1526,2590,5224,6690,1572,2625,5593,6929,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1892378285313,-102.545196681461,1641,3003,6128,7168,-1.28326167793937,0.196294811527761,1999,3381,5995,7462,1771,3111,6103,7304,1941,3630,6341,7533,1423,2536,5137,6556,2865,4503,6844,7723,2722,4427,6819,8194,1473,2455,5085,6237,1444,2564,5220,6752,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1893272495371,-102.545228712952,1941,3630,6341,7533,-1.12885732110433,0.178173480009889,2865,4503,6844,7723,2722,4427,6819,8194,2142,3799,6644,7596,1641,3003,6128,7168,2862,4346,6648,7459,2816,4581,7369,8132,1999,3381,5995,7462,1771,3111,6103,7304,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1894166705392,-102.54526074503,2142,3799,6644,7596,-1.07788442494949,0.180775721595467,2862,4346,6648,7459,2816,4581,7369,8132,4765,6538,8401,8905,1941,3630,6341,7533,4469,6238,7754,8728,5488,7680,8905,9632,2865,4503,6844,7723,2722,4427,6819,8194,"2021-07-07 21:50:49","2021-07-07 21:59:45"
1,80.1895060915379,-102.545292777695,4765,6538,8401,8905,-1.03888269909059,0.133634833405391,4469,6238,7754,8728,5488,7680,8905,9632,5729,7100,8225,8687,2142,3799,6644,7596,6494,7950,8960,9378,5597,7211,8483,8663,2862,4346,6648,7459,2816,4581,7369,8132,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.216898244563,-102.580981339614,1494,2527,5040,6393,-2.88094571076221,0.236005507641572,1596,2303,4570,5647,1623,2561,4983,5846,1564,2459,5245,6692,1750,2902,5047,6066,1563,2263,4688,5884,1574,2486,4897,6051,1624,2416,4592,5584,2658,3902,5951,6953,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2168927297034,-102.581507472719,1596,2303,4570,5647,-2.34945197936922,0.215891483906582,1562,2292,4398,5454,1494,2527,5040,6393,1563,2263,4688,5884,1624,2416,4592,5584,1483,2260,4465,5619,1564,2459,5245,6692,1864,2810,4594,5604,1750,2902,5047,6066,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.216982147034,-102.581539925126,1563,2263,4688,5884,-2.24155481418307,0.233265350824069,1483,2260,4465,5619,1564,2459,5245,6692,1521,2502,5045,6541,1596,2303,4570,5647,1575,2392,4620,5704,1544,2576,5283,6559,1562,2292,4398,5454,1494,2527,5040,6393,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.217071564361,-102.581572378129,1521,2502,5045,6541,-2.12376680580311,0.256255759798889,1575,2392,4620,5704,1544,2576,5283,6559,1498,2548,5328,6492,1563,2263,4688,5884,1505,2659,5028,6037,1591,2591,5020,6096,1483,2260,4465,5619,1564,2459,5245,6692,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2171609816844,-102.581604831728,1498,2548,5328,6492,-2.02878599326966,0.248182264675279,1505,2659,5028,6037,1591,2591,5020,6096,2377,4169,6135,7445,1521,2502,5045,6541,3178,4391,6730,7791,2042,3599,5919,6820,1575,2392,4620,5704,1544,2576,5283,6559,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2172503990041,-102.581637285923,2377,4169,6135,7445,-1.04838580284612,0.242967366518702,3178,4391,6730,7791,2042,3599,5919,6820,3906,5717,7842,8536,1498,2548,5328,6492,4703,6158,8171,8215,3663,5403,7602,8126,1505,2659,5028,6037,1591,2591,5020,6096,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2173398163201,-102.581669740714,3906,5717,7842,8536,-0.722824909652985,0.276082611725996,4703,6158,8171,8215,3663,5403,7602,8126,3585,5652,7409,8208,2377,4169,6135,7445,5064,6849,7911,8655,4204,6312,7931,8518,3178,4391,6730,7791,2042,3599,5919,6820,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2174292336325,-102.581702196101,3585,5652,7409,8208,-0.559936971042414,0.294979378048143,5064,6849,7911,8655,4204,6312,7931,8518,4340,6367,7731,8312,3906,5717,7842,8536,5621,7124,8141,8815,4939,6869,8353,8690,4703,6158,8171,8215,3663,5403,7602,8126,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2174237176557,-102.582228357066,5064,6849,7911,8655,-0.553251127220032,0.269994794386443,5573,7065,8146,8920,3585,5652,7409,8208,5621,7124,8141,8815,4703,6158,8171,8215,6048,7417,8331,8833,4340,6367,7731,8312,4773,6917,7793,8616,3906,5717,7842,8536,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2175131349131,-102.582260817793,5621,7124,8141,8815,-0.467598849071717,0.210391808695286,6048,7417,8331,8833,4340,6367,7731,8312,5431,6965,8296,8831,5064,6849,7911,8655,5736,6835,8376,8406,5444,7111,8575,8641,5573,7065,8146,8920,3585,5652,7409,8208,"2021-07-07 21:50:49","2021-07-07 21:59:45"
2,80.2176025521668,-102.582293279115,5431,6965,8296,8831,-0.417262572051178,0.220440473601203,5736,6835,8376,8406,5444,7111,8575,8641,4505,6404,7224,8216,5621,7124,8141,8815,5074,6882,7477,8140,5305,7006,8233,8465,6048,7417,8331,8833,4340,6367,7731,8312,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.293662129984,-102.68276153347,2235,3671,6252,7328,-0.757847226363877,0.213611679781441,3310,4833,6856,7809,1450,2945,5751,6854,1487,3052,5740,7129,4168,5654,7261,8151,1934,3487,6112,7156,1471,2688,5568,6816,5189,6861,7726,8529,2733,4541,6715,7793,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2937515368807,-102.682795171155,1487,3052,5740,7129,-0.838040785177681,0.209767410127558,1934,3487,6112,7156,1471,2688,5568,6816,1376,2657,5191,6361,2235,3671,6252,7328,1671,3134,5883,7006,1388,2582,5117,6399,3310,4833,6856,7809,1450,2945,5751,6854,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2937458641686,-102.683325369126,1934,3487,6112,7156,-0.80455855664869,0.169239228799081,3391,5119,6908,7799,1487,3052,5740,7129,1671,3134,5883,7006,3310,4833,6856,7809,2158,4007,6533,7532,1376,2657,5191,6361,4973,6483,7656,8405,2235,3671,6252,7328,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2938352710082,-102.683359012249,1671,3134,5883,7006,-0.846564459415123,0.22937580002935,2158,4007,6533,7532,1376,2657,5191,6361,1584,2906,5731,7011,1934,3487,6112,7156,1885,3721,6248,7599,1384,2411,4952,6072,3391,5119,6908,7799,1487,3052,5740,7129,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2939246778439,-102.683392655996,1584,2906,5731,7011,-0.959127513655674,0.231760020227149,1885,3721,6248,7599,1384,2411,4952,6072,1467,2555,5331,6749,1671,3134,5883,7006,1580,3055,5717,7120,1459,2300,4805,6229,2158,4007,6533,7532,1376,2657,5191,6361,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2940140846759,-102.683426300365,1467,2555,5331,6749,-1.07224376693489,0.201016342145284,1580,3055,5717,7120,1459,2300,4805,6229,1433,2483,5227,6531,1584,2906,5731,7011,1498,2715,5785,7119,1452,2299,4884,6178,1885,3721,6248,7599,1384,2411,4952,6072,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2941034915039,-102.683459945357,1433,2483,5227,6531,-1.19131245980831,0.184804876047919,1498,2715,5785,7119,1452,2299,4884,6178,1433,2509,5132,6614,1467,2555,5331,6749,1560,2727,5733,7164,1460,2328,4861,6170,1580,3055,5717,7120,1459,2300,4805,6229,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2941928983282,-102.683493590971,1433,2509,5132,6614,-1.24376587445618,0.208421976467967,1560,2727,5733,7164,1460,2328,4861,6170,1461,2655,5393,6733,1433,2483,5227,6531,1554,2701,5552,6958,1487,2467,5145,6484,1498,2715,5785,7119,1452,2299,4884,6178,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2942823051485,-102.683527237209,1461,2655,5393,6733,-1.15530781086444,0.222334247711103,1554,2701,5552,6958,1487,2467,5145,6484,1548,2778,5769,7043,1433,2509,5132,6614,1529,2722,5615,6959,1479,2638,5554,6882,1560,2727,5733,7164,1460,2328,4861,6170,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2942766313016,-102.684057463455,1554,2701,5552,6958,-1.18250733929263,0.226752383307858,1528,2730,5514,6703,1461,2655,5393,6733,1529,2722,5615,6959,1560,2727,5733,7164,1558,2746,5255,6416,1548,2778,5769,7043,1617,3113,6086,7401,1433,2509,5132,6614,"2021-07-07 21:50:49","2021-07-07 21:59:45"
3,80.2943660380649,-102.684091115131,1529,2722,5615,6959,-1.26427154458561,0.210219880553525,1558,2746,5255,6416,1548,2778,5769,7043,1524,2620,5037,6104,1554,2701,5552,6958,1884,2851,5527,6625,1614,2674,5183,6215,1528,2730,5514,6703,1461,2655,5393,6733,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.3047177396138,-102.697559279245,3591,5353,7495,8305,-0.72786133380119,0.228312176753653,1995,3941,6730,7819,4287,6202,7696,8376,3568,5545,7623,8450,4475,6311,7827,8455,1881,3740,6548,7769,5522,6977,8280,8807,3347,5132,7391,8193,4563,6308,7771,8448,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.3048071449634,-102.697593091153,3568,5545,7623,8450,-0.907304629432703,0.233532021199124,1881,3740,6548,7769,5522,6977,8280,8807,3837,5729,7755,8649,3591,5353,7495,8305,1980,3702,6412,7591,5753,7477,8514,8991,1995,3941,6730,7819,4287,6202,7696,8376,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.3048908545991,-102.698157696332,1980,3702,6412,7591,-1.10613069742555,0.179426862075408,1536,2867,5556,6771,3837,5729,7755,8649,1786,3621,6348,7370,1881,3740,6548,7769,1544,2897,5814,6996,3763,5484,7620,8456,1563,3059,5861,7049,3568,5545,7623,8450,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.3049802598874,-102.69819151432,1786,3621,6348,7370,-1.1368473920674,0.201342885231756,1544,2897,5814,6996,3763,5484,7620,8456,1696,3750,6661,7702,1980,3702,6412,7591,1471,2849,6005,7193,2890,4983,7399,8392,1536,2867,5556,6771,3837,5729,7755,8649,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.3050696651718,-102.698225332935,1696,3750,6661,7702,-1.16679236069534,0.203752230139024,1471,2849,6005,7193,2890,4983,7399,8392,1522,3563,6355,7453,1786,3621,6348,7370,1443,2784,5677,6826,2390,4693,7312,8200,1544,2897,5814,6996,3763,5484,7620,8456,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.3051590704523,-102.698259152176,1522,3563,6355,7453,-1.23065083144459,0.208955410845257,1443,2784,5677,6826,2390,4693,7312,8200,1541,3120,6007,7045,1696,3750,6661,7702,1494,2809,5761,6893,2187,4475,7433,8202,1471,2849,6005,7193,2890,4983,7399,8392,"2021-07-07 21:50:49","2021-07-07 21:59:45"
4,80.305248475729,-102.698292972045,1541,3120,6007,7045,-1.30443984449639,0.227260090381009,1494,2809,5761,6893,2187,4475,7433,8202,1636,3809,6548,7469,1522,3563,6355,7453,1482,3094,5907,7062,1950,4557,7275,8110,1443,2784,5677,6826,2390,4693,7312,8200,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3178810786678,-102.710074593029,2736,5073,7709,8590,-0.464375355836612,0.217394936347562,2146,4266,7042,8255,4587,6705,8570,9079,1674,3634,6619,7925,5085,7459,8657,9031,1554,3055,5921,7351,3045,5607,7964,8831,4242,6758,8481,9038,6248,7861,9042,9303,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3178753635952,-102.710606083098,2146,4266,7042,8255,-0.503510484804256,0.21706661439906,1798,4035,6916,8129,2736,5073,7709,8590,1554,3055,5921,7351,4242,6758,8481,9038,1688,3075,5967,7414,1674,3634,6619,7925,3482,6132,7972,8735,5085,7459,8657,9031,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.317964767558,-102.710640061139,1554,3055,5921,7351,-0.634408747973899,0.219557825514487,1688,3075,5967,7414,1674,3634,6619,7925,1635,2622,5573,6927,2146,4266,7042,8255,1633,2599,5462,6791,1957,3388,6412,7592,1798,4035,6916,8129,2736,5073,7709,8590,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3180541715169,-102.71067403981,1635,2622,5573,6927,-1.16742991779364,0.211558979947877,1633,2599,5462,6791,1957,3388,6412,7592,1643,2920,5661,7142,1554,3055,5921,7351,1620,2696,5495,6899,2204,3982,6814,7923,1688,3075,5967,7414,1674,3634,6619,7925,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3181435754718,-102.710708019112,1643,2920,5661,7142,-1.6512279970221,0.20139200340398,1620,2696,5495,6899,2204,3982,6814,7923,3018,4396,7211,8416,1635,2622,5573,6927,1977,3303,6411,7928,4532,6957,8674,9328,1633,2599,5462,6791,1957,3388,6412,7592,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3182329794229,-102.710741999044,3018,4396,7211,8416,-1.69889511011209,0.210769653587436,1977,3303,6411,7928,4532,6957,8674,9328,3263,4957,7789,8761,1643,2920,5661,7142,1934,3476,6501,7925,5686,7491,8713,9354,1620,2696,5495,6899,2204,3982,6814,7923,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3183223833701,-102.710775979607,3263,4957,7789,8761,-1.66116237138266,0.215080582155393,1934,3476,6501,7925,5686,7491,8713,9354,2896,4920,7330,8552,3018,4396,7211,8416,1838,3163,6041,7731,5087,6892,8672,9303,1977,3303,6411,7928,4532,6957,8674,9328,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3184117873133,-102.710809960801,2896,4920,7330,8552,-1.68688249595331,0.229563654416823,1838,3163,6041,7731,5087,6892,8672,9303,5534,6990,8921,9552,3263,4957,7789,8761,3626,4995,7758,8970,6725,8210,9159,9567,1934,3476,6501,7925,5686,7491,8713,9354,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3184060711007,-102.711341479278,1838,3163,6041,7731,-1.72597708530068,0.22758651320014,1627,2573,5548,6976,2896,4920,7330,8552,3626,4995,7758,8970,1934,3476,6501,7925,2241,3746,6865,8208,5534,6990,8921,9552,1690,2807,5836,7466,3263,4957,7789,8761,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3184954749863,-102.711375465942,3626,4995,7758,8970,-1.80990959476704,0.211977840220792,2241,3746,6865,8208,5534,6990,8921,9552,5735,7788,9105,9673,1838,3163,6041,7731,3417,5567,7919,8992,7065,8305,9465,9880,1627,2573,5548,6976,2896,4920,7330,8552,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.318584878868,-102.711409453237,5735,7788,9105,9673,-1.46875215977493,0.216631189133714,3417,5567,7919,8992,7065,8305,9465,9880,6665,8327,9391,9855,3626,4995,7758,8970,4477,6221,8391,9336,7124,8294,9306,9791,2241,3746,6865,8208,5534,6990,8921,9552,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3186742827457,-102.711443441162,6665,8327,9391,9855,-0.526125957452402,0.213756101020003,4477,6221,8391,9336,7124,8294,9306,9791,6988,8615,9480,9888,5735,7788,9105,9673,5472,7392,9080,9768,6973,8352,9129,9688,3417,5567,7919,8992,7065,8305,9465,9880,"2021-07-07 21:50:49","2021-07-07 21:59:45"
5,80.3187636866196,-102.711477429718,6988,8615,9480,9888,-0.440966146506899,0.21478404230154,5472,7392,9080,9768,6973,8352,9129,9688,7259,8768,9642,9903,6665,8327,9391,9855,6705,8608,9559,9943,7103,8463,9352,9725,4477,6221,8391,9336,7124,8294,9306,9791,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4213117287927,-102.855419027706,2024,4531,7356,8443,-0.572409327527201,0.194764350002036,2024,4531,7356,8443,2260,4417,6968,7949,1819,3824,6596,7883,3865,5785,7669,8513,1819,3824,6596,7883,1608,3416,6349,7474,3865,5785,7669,8513,4021,5780,7548,8406,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4214011172777,-102.855454718297,1819,3824,6596,7883,-0.609041103754735,0.203766557603221,1819,3824,6596,7883,1608,3416,6349,7474,1697,3223,5971,7387,2024,4531,7356,8443,1697,3223,5971,7387,1575,2869,5909,7248,2024,4531,7356,8443,2260,4417,6968,7949,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4214905057587,-102.855490409557,1697,3223,5971,7387,-0.889070577653676,0.219654835169412,1697,3223,5971,7387,1575,2869,5909,7248,1526,2633,5644,7201,1819,3824,6596,7883,1526,2633,5644,7201,1528,2618,5692,7172,1819,3824,6596,7883,1608,3416,6349,7474,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4215798942353,-102.855526101486,1526,2633,5644,7201,-1.11198862045921,0.208500601505105,1526,2633,5644,7201,1528,2618,5692,7172,1472,2493,5513,6931,1697,3223,5971,7387,1472,2493,5513,6931,1479,2519,5476,7087,1697,3223,5971,7387,1575,2869,5909,7248,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4215739536693,-102.8560631998,1526,2633,5644,7201,-1.30062256626861,0.216728470675714,1519,2695,5631,7104,1526,2633,5644,7201,1472,2493,5513,6931,1697,3223,5971,7387,1546,2577,5616,7100,1472,2493,5513,6931,1623,3227,6096,7362,1697,3223,5971,7387,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4216633420853,-102.85609889734,1472,2493,5513,6931,-1.37607094671998,0.208517401394271,1546,2577,5616,7100,1472,2493,5513,6931,1451,2441,5464,7004,1526,2633,5644,7201,1490,2471,5480,6910,1451,2441,5464,7004,1519,2695,5631,7104,1526,2633,5644,7201,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4217527304971,-102.85613459555,1451,2441,5464,7004,-1.4916362121407,0.204756573137241,1490,2471,5480,6910,1451,2441,5464,7004,1458,2382,5373,6835,1472,2493,5513,6931,1473,2412,5355,6756,1458,2382,5373,6835,1546,2577,5616,7100,1472,2493,5513,6931,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4218421189047,-102.85617029443,1458,2382,5373,6835,-1.68404850849094,0.214160278057158,1473,2412,5355,6756,1458,2382,5373,6835,1485,2427,5374,6880,1451,2441,5464,7004,1478,2543,5404,6883,1485,2427,5374,6880,1490,2471,5480,6910,1451,2441,5464,7004,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.421931507308,-102.856205993978,1485,2427,5374,6880,-1.65887652526524,0.236299145583129,1478,2543,5404,6883,1485,2427,5374,6880,1563,2662,5672,7069,1458,2382,5373,6835,1518,2781,5738,7171,1563,2662,5672,7069,1473,2412,5355,6756,1458,2382,5373,6835,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4220208957071,-102.856241694197,1563,2662,5672,7069,-1.74583798103448,0.208067200356034,1518,2781,5738,7171,1563,2662,5672,7069,1604,2908,5881,7163,1485,2427,5374,6880,1703,3152,6063,7333,1604,2908,5881,7163,1478,2543,5404,6883,1485,2427,5374,6880,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.422110284102,-102.856277395084,1604,2908,5881,7163,-1.65153999318919,0.222460778549244,1703,3152,6063,7333,1604,2908,5881,7163,2650,4605,7371,8273,1563,2662,5672,7069,2444,4752,7507,8435,2650,4605,7371,8273,1518,2781,5738,7171,1563,2662,5672,7069,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4221043423712,-102.856814522383,1703,3152,6063,7333,-1.44659340827118,0.227673355889836,1697,3519,6377,7544,1604,2908,5881,7163,2444,4752,7507,8435,1518,2781,5738,7171,2168,4695,7532,8474,2650,4605,7371,8273,1557,2826,5791,7087,1563,2662,5672,7069,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4221937307055,-102.856850228882,2444,4752,7507,8435,-0.846095468913586,0.212250433039294,2168,4695,7532,8474,2650,4605,7371,8273,4673,6926,8702,9130,1703,3152,6063,7333,4672,7078,8614,9192,5832,7725,8874,9426,1697,3519,6377,7544,1604,2908,5881,7163,"2021-07-07 21:50:49","2021-07-07 21:59:45"
7,80.4222831190355,-102.856885936052,4673,6926,8702,9130,-0.749390922106728,0.213055597125051,4672,7078,8614,9192,5832,7725,8874,9426,6951,8440,9136,9745,2444,4752,7507,8435,7288,9017,9865,9815,6866,8518,9122,9689,2168,4695,7532,8474,2650,4605,7371,8273,"2021-07-07 21:50:49","2021-07-07 21:59:45"
